price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,plz,ort
296000,94,3,2,2,no,yes,no,yes,no,0,no,unfurnished,50259,Pulheim
296000,156,5,2,2,no,no,no,yes,no,2,no,unfurnished,41065,Mönchengladbach
294000,98,3,1,3,yes,no,no,yes,no,1,yes,unfurnished,53859,Niederkassel
291000,128,3,2,3,no,no,yes,yes,no,0,no,semi-furnished,46238,Bottrop
290000,101,3,2,1,no,no,no,yes,no,2,no,unfurnished,57074,Siegen
290000,95,3,1,1,no,no,no,yes,no,0,yes,unfurnished,53359,Rheinbach
290000,75,2,1,1,no,no,no,yes,no,1,no,unfurnished,53121,Bonn Endenich
290000,49,1,2,1,no,no,no,no,no,0,yes,furnished,53127,Bonn Venusberg
289000,100,3,3,1,yes,no,yes,yes,no,2,yes,unfurnished,53340,Meckenheim
288000,109,4,1,1,no,yes,no,yes,no,1,no,unfurnished,51379,Leverkusen
288000,111,3,3,1,no,no,no,yes,no,2,no,unfurnished,53913,Swisttal
287000,101,3,2,1,no,yes,no,yes,no,0,no,semi-furnished,53424,Remagen
286000,79,3,2,1,no,no,no,yes,no,2,yes,furnished,51145,Köln Porz
285000,109,4,2,1,yes,yes,yes,no,no,1,no,unfurnished,53913,Swisttal
285000,96,2,1,1,yes,no,no,yes,yes,0,no,unfurnished,33604,Bielefeld
285000,121,3,2,3,yes,yes,no,yes,yes,1,no,semi-furnished,53881,Euskirchen
284000,121,3,2,1,no,no,no,yes,no,0,no,unfurnished,53846,Troisdorf
283000,100,3,1,1,no,no,no,yes,no,2,yes,unfurnished,57072,Siegen
283000,127,4,1,2,no,yes,yes,yes,no,1,no,unfurnished,50169,Kerpen
280000,106,3,1,3,yes,yes,no,yes,no,2,no,unfurnished,53844,Troisdorf
278000,120,3,1,1,no,no,yes,yes,no,1,no,semi-furnished,50169,Kerpen
278000,127,3,1,1,no,no,yes,yes,no,1,no,semi-furnished,41063,Mönchengladbach
277000,119,3,2,3,no,no,no,yes,no,2,yes,semi-furnished,44795,Bochum
276000,80,3,2,1,yes,no,no,yes,no,1,no,unfurnished,53721,Siegburg
276000,87,3,1,1,no,no,no,yes,no,2,no,unfurnished,45127,Essen Zentrum
275000,69,2,1,1,no,no,no,yes,no,1,no,semi-furnished,53639,Königswinter
273000,104,3,2,2,no,no,no,yes,no,2,no,unfurnished,51469,Bergisch Gladbach
273000,58,2,2,1,no,no,no,yes,yes,1,yes,unfurnished,53115,Bonn Zentrum
271000,108,3,2,3,no,no,no,no,no,0,no,furnished,53842,Troisdorf
270000,149,5,2,2,no,yes,no,yes,no,1,no,unfurnished,45657,Recklinghausen
269000,56,2,2,1,no,yes,no,yes,yes,2,no,unfurnished,50939,Köln Lindenthal
269000,117,4,2,3,yes,no,yes,yes,no,1,no,unfurnished,53474,Bad Neuenahr-Ahrweiler
267000,116,3,1,1,yes,no,yes,yes,no,1,no,semi-furnished,53773,Hennef (Sieg)
267000,98,3,1,1,no,yes,no,yes,no,1,no,semi-furnished,41063,Mönchengladbach
266000,134,4,2,1,no,no,yes,yes,no,0,no,semi-furnished,32049,Herford
266000,140,5,2,3,no,no,no,yes,no,1,no,unfurnished,47802,Krefeld
266000,104,2,2,1,yes,no,no,yes,no,0,no,unfurnished,53123,Bonn Duisdorf
264000,81,3,2,1,no,no,no,yes,no,0,yes,unfurnished,58455,Witten
263000,151,5,3,3,no,no,yes,yes,no,1,no,furnished,47057,Duisburg
263000,68,3,1,1,no,yes,no,yes,no,2,yes,semi-furnished,53177,Bonn Bad Godesberg
263000,90,2,1,1,no,no,no,yes,no,2,no,unfurnished,53840,Troisdorf
263000,111,3,1,1,no,no,no,yes,no,0,yes,unfurnished,50765,Köln Chorweiler
261000,119,3,1,3,yes,yes,no,yes,no,1,no,unfurnished,53859,Niederkassel
258000,105,2,2,1,yes,no,no,yes,no,2,no,furnished,51371,Leverkusen
257000,85,3,1,1,no,no,no,yes,yes,1,no,unfurnished,41462,Neuss
256000,59,3,2,1,no,no,no,yes,no,2,no,semi-furnished,53121,Bonn Endenich
255000,108,4,1,1,no,yes,yes,yes,no,2,no,furnished,47445,Moers
254000,73,1,1,1,no,yes,yes,yes,no,1,no,furnished,44795,Bochum
253000,50,2,2,1,no,no,no,yes,no,1,no,unfurnished,50937,Köln Suelz
253000,68,3,1,1,yes,no,no,yes,yes,0,yes,unfurnished,50823,Köln Ehrenfeld
252000,93,3,1,1,no,no,no,yes,no,1,no,unfurnished,53757,Sankt Augustin
252000,102,2,1,3,yes,yes,no,yes,no,0,yes,unfurnished,59821,Arnsberg
252000,69,3,1,1,no,no,yes,yes,no,2,yes,unfurnished,51107,Köln Kalk
251000,173,5,3,2,yes,no,yes,yes,no,3,no,unfurnished,45881,Gelsenkirchen
251000,106,3,2,2,no,no,no,yes,no,0,no,unfurnished,45326,Essen Altenessen
251000,76,1,1,1,no,yes,no,yes,no,2,no,unfurnished,48149,Münster
249000,103,4,1,1,no,no,yes,no,no,1,no,unfurnished,53913,Swisttal
249000,130,4,2,1,no,yes,no,yes,no,0,no,unfurnished,47443,Moers
248000,73,2,2,1,no,yes,no,yes,no,2,no,unfurnished,53177,Bonn Bad Godesberg
246000,45,2,1,1,no,yes,no,yes,no,0,yes,unfurnished,50825,Köln Ehrenfeld
245000,79,2,1,1,yes,yes,yes,yes,no,2,no,unfurnished,50169,Kerpen
244000,110,3,2,3,no,yes,no,yes,no,0,no,unfurnished,44328,Dortmund Scharnhorst
243000,105,4,1,3,no,yes,no,yes,no,0,yes,unfurnished,57074,Siegen
243000,76,2,2,1,no,no,no,yes,yes,0,yes,semi-furnished,53424,Remagen
242000,110,3,2,1,no,yes,no,yes,no,2,no,semi-furnished,32758,Detmold
242000,101,3,1,1,no,no,no,no,no,0,no,semi-furnished,50171,Kerpen
241000,74,3,2,1,no,no,no,yes,yes,2,no,unfurnished,50226,Frechen
239000,110,4,2,1,yes,no,no,no,no,2,no,semi-furnished,52349,Düren
238000,121,4,2,1,no,no,no,yes,no,2,no,semi-furnished,45883,Gelsenkirchen
237000,68,2,1,1,no,yes,no,yes,no,1,no,unfurnished,53347,Alfter
237000,56,2,2,1,no,no,no,no,no,0,no,semi-furnished,40233,Düsseldorf Flingern
234000,92,2,1,2,no,no,no,yes,yes,1,yes,semi-furnished,51570,Windeck
232000,87,2,1,1,yes,no,no,yes,no,1,yes,unfurnished,33334,Gütersloh
232000,99,3,1,1,yes,yes,no,yes,yes,2,no,semi-furnished,53340,Meckenheim
231000,49,2,1,1,no,no,yes,yes,no,0,no,unfurnished,50670,Köln Innenstadt
230000,117,3,2,2,no,no,no,no,no,0,no,unfurnished,47058,Duisburg
229000,115,3,2,1,no,no,yes,yes,no,1,no,semi-furnished,59065,Hamm
228000,105,2,1,1,yes,yes,yes,yes,no,1,no,unfurnished,58453,Witten
227000,93,3,1,1,yes,no,yes,yes,no,0,no,unfurnished,53757,Sankt Augustin
226000,132,3,2,1,yes,yes,yes,yes,no,1,yes,unfurnished,59067,Hamm
226000,145,3,3,1,no,no,yes,yes,no,1,no,unfurnished,59065,Hamm
225000,88,3,2,1,no,no,yes,yes,yes,1,no,semi-furnished,50767,Köln Chorweiler
224000,67,2,2,1,yes,yes,no,yes,no,0,no,furnished,50226,Frechen
224000,106,2,2,1,yes,no,no,yes,yes,0,yes,furnished,58089,Hagen
224000,109,3,2,3,no,no,no,yes,no,1,yes,unfurnished,32427,Minden
223000,80,3,2,1,no,yes,no,yes,no,0,yes,unfurnished,44791,Bochum
223000,61,2,2,1,yes,yes,no,yes,no,1,no,unfurnished,45130,Essen Zentrum
220000,94,3,1,1,no,yes,no,yes,no,0,no,unfurnished,44793,Bochum
219000,82,3,1,1,no,no,no,yes,no,0,yes,semi-furnished,50171,Kerpen
217000,118,4,2,1,no,no,yes,yes,no,2,yes,semi-furnished,46049,Oberhausen
217000,93,3,2,1,no,no,yes,yes,no,0,yes,unfurnished,57078,Siegen
217000,109,3,2,1,yes,no,no,no,no,1,no,unfurnished,46045,Oberhausen
217000,91,2,2,1,no,no,yes,yes,no,2,no,unfurnished,42855,Remscheid
216000,90,3,1,2,yes,no,no,yes,no,2,no,unfurnished,51371,Leverkusen
215000,57,2,1,1,no,no,yes,yes,no,2,yes,semi-furnished,53127,Bonn Hardtberg
215000,98,3,1,1,no,no,no,yes,no,2,no,unfurnished,59067,Hamm
215000,99,3,2,2,no,no,no,yes,no,0,yes,semi-furnished,42853,Remscheid
214000,69,3,1,1,no,yes,no,yes,no,0,no,unfurnished,40880,Ratingen
214000,65,2,1,1,no,no,no,yes,no,0,yes,unfurnished,51469,Bergisch Gladbach
213000,99,2,1,3,yes,no,yes,yes,no,1,yes,unfurnished,51570,Windeck
212000,67,2,1,1,no,no,no,no,no,0,yes,semi-furnished,44135,Dortmund Zentrum
211000,102,3,2,1,no,yes,no,yes,no,0,no,semi-furnished,32051,Herford
210000,110,4,2,2,no,no,no,yes,no,1,no,semi-furnished,45329,Essen Altenessen
210000,38,1,1,1,no,no,no,yes,no,2,no,furnished,53113,Bonn Zentrum
209000,41,1,1,1,no,no,no,yes,no,2,no,unfurnished,50667,Köln Innenstadt
207000,59,2,2,1,yes,no,yes,yes,no,1,no,semi-furnished,53175,Bonn Bad Godesberg
205000,75,2,2,1,no,yes,no,yes,no,0,no,semi-furnished,50321,Brühl
205000,72,2,1,1,no,no,no,yes,no,0,no,unfurnished,56070,Koblenz
204000,51,1,1,1,no,no,no,yes,no,1,no,unfurnished,51105,Köln Kalk
202000,102,3,1,3,no,no,yes,no,no,2,no,unfurnished,45886,Gelsenkirchen
201000,77,2,1,1,no,no,no,yes,no,1,yes,unfurnished,53804,Much
201000,46,1,2,1,no,no,no,yes,no,0,yes,unfurnished,53129,Bonn Kessenich
199000,73,3,1,1,no,no,no,yes,no,1,yes,furnished,50171,Kerpen
199000,65,2,2,1,no,no,no,yes,no,2,yes,unfurnished,41748,Viersen
199000,38,1,2,1,no,no,no,yes,no,2,no,unfurnished,53115,Bonn Poppelsdorf
198000,81,3,1,1,no,no,no,yes,no,0,no,semi-furnished,59063,Hamm
197000,54,2,2,1,no,no,no,yes,no,2,no,semi-furnished,53757,Sankt Augustin
197000,51,2,2,1,no,no,no,no,no,1,yes,unfurnished,44135,Dortmund Zentrum
196000,77,2,1,1,no,yes,no,yes,no,1,no,unfurnished,32427,Minden
195000,42,2,1,1,no,no,yes,yes,no,1,no,furnished,53343,Wachtberg
194000,80,2,2,1,yes,no,no,no,no,0,no,unfurnished,50374,Erftstadt
193000,111,3,2,2,no,yes,no,no,no,1,no,unfurnished,52353,Düren
191000,108,3,1,1,no,no,no,yes,no,1,no,semi-furnished,42109,Wuppertal
188000,107,3,1,1,no,no,no,yes,no,0,no,semi-furnished,46049,Oberhausen
188000,58,1,2,1,yes,no,no,yes,yes,2,yes,semi-furnished,33100,Paderborn
188000,69,2,2,1,no,no,no,yes,no,2,yes,unfurnished,44137,Dortmund Zentrum
187000,56,2,2,1,no,no,yes,yes,yes,0,no,semi-furnished,53119,Bonn Tannenbusch
187000,100,3,1,1,yes,no,no,yes,yes,0,yes,semi-furnished,42859,Remscheid
185000,89,3,2,1,no,no,yes,yes,no,1,no,unfurnished,44329,Dortmund Scharnhorst
184000,84,2,2,1,no,no,no,yes,no,2,no,unfurnished,47445,Moers
184000,39,1,2,1,no,no,yes,no,yes,2,no,unfurnished,53229,Bonn Beuel
183000,90,2,2,1,no,no,no,yes,no,0,no,unfurnished,53545,Linz am Rhein
183000,56,2,1,1,no,no,yes,yes,no,1,no,semi-furnished,53119,Bonn Tannenbusch
182000,95,2,2,1,yes,no,yes,yes,no,1,no,unfurnished,57072,Siegen
180000,83,2,2,1,yes,no,no,yes,no,1,no,unfurnished,45659,Recklinghausen
180000,58,2,1,1,no,no,no,yes,no,1,no,furnished,56075,Koblenz
179000,75,3,2,1,no,yes,no,yes,no,1,no,semi-furnished,57074,Siegen
179000,69,2,2,1,no,no,no,yes,no,2,no,unfurnished,53721,Siegburg
179000,82,2,1,1,no,no,no,yes,no,1,no,semi-furnished,56068,Koblenz
178000,124,4,1,2,no,no,no,no,no,0,no,semi-furnished,45886,Gelsenkirchen
178000,50,2,1,1,no,yes,no,no,no,0,yes,unfurnished,53721,Siegburg
176000,57,2,1,1,no,no,no,no,no,2,yes,unfurnished,53347,Alfter
174000,91,3,1,1,no,no,no,yes,no,2,no,furnished,45886,Gelsenkirchen
172000,65,3,2,1,no,no,no,yes,no,1,no,unfurnished,53424,Remagen
172000,30,1,1,1,no,yes,no,yes,no,0,no,unfurnished,53111,Bonn Zentrum
170000,106,3,2,3,no,yes,no,yes,no,0,no,semi-furnished,45889,Gelsenkirchen
168000,72,3,2,1,no,yes,yes,no,no,1,no,unfurnished,47441,Moers
168000,55,1,1,1,no,yes,no,yes,yes,0,yes,unfurnished,33100,Paderborn
165000,50,2,1,1,no,no,no,yes,no,2,no,unfurnished,53127,Bonn Hardtberg
164000,58,2,1,1,no,no,no,yes,no,2,no,semi-furnished,44135,Dortmund Zentrum
163000,61,3,2,1,no,no,no,yes,no,2,no,unfurnished,53119,Bonn Tannenbusch
161000,109,3,2,2,no,no,no,yes,no,0,yes,unfurnished,46045,Oberhausen
161000,107,3,1,2,no,no,no,no,no,2,yes,unfurnished,59821,Arnsberg
159000,77,2,2,1,no,yes,no,yes,no,0,yes,unfurnished,57078,Siegen
158000,64,2,2,1,no,no,no,yes,no,0,no,unfurnished,47807,Krefeld
155000,58,2,1,1,yes,yes,no,yes,no,2,yes,unfurnished,41068,Mönchengladbach
154000,63,1,2,1,yes,no,no,yes,no,0,yes,unfurnished,42277,Wuppertal
153000,53,1,1,1,no,no,yes,yes,no,1,yes,unfurnished,53859,Niederkassel
153000,47,2,1,1,no,no,no,yes,no,2,no,semi-furnished,47805,Krefeld
148000,63,2,1,1,no,yes,no,yes,no,1,no,unfurnished,32049,Herford
147000,68,3,2,1,no,no,no,yes,no,1,no,unfurnished,44629,Herne
144000,60,2,2,1,no,no,no,yes,no,0,no,unfurnished,53804,Much
144000,63,3,2,1,yes,yes,no,yes,no,1,no,unfurnished,51375,Leverkusen
144000,59,2,2,1,no,no,no,yes,no,2,no,unfurnished,53844,Troisdorf
143000,83,3,1,1,no,yes,no,yes,no,0,no,unfurnished,51570,Windeck
142000,94,3,1,1,no,no,no,yes,no,1,no,semi-furnished,58511,Lüdenscheid
142000,55,1,1,1,no,no,no,yes,yes,1,no,unfurnished,41066,Mönchengladbach
141000,93,3,2,1,no,no,no,no,no,2,no,furnished,58093,Hagen
140000,83,2,1,1,no,no,yes,yes,no,2,no,unfurnished,47057,Duisburg
138000,30,1,1,1,no,no,no,yes,no,2,no,semi-furnished,53115,Bonn Zentrum
138000,48,2,2,1,no,no,no,yes,yes,1,no,unfurnished,47058,Duisburg
136000,54,1,1,1,no,no,no,yes,no,0,no,unfurnished,50321,Brühl
134000,72,2,2,1,no,yes,no,yes,no,1,no,unfurnished,45879,Gelsenkirchen
133000,44,1,2,1,yes,no,no,yes,no,2,no,semi-furnished,53123,Bonn Duisdorf
121000,48,1,1,1,yes,no,yes,yes,no,0,no,semi-furnished,50171,Kerpen
117000,32,1,1,1,no,no,no,yes,no,2,no,furnished,40233,Düsseldorf Flingern
116000,55,2,2,1,no,no,no,yes,no,1,no,unfurnished,53474,Bad Neuenahr-Ahrweiler
114000,52,2,2,1,no,no,no,yes,no,2,no,unfurnished,58453,Witten
114000,35,1,1,1,no,no,yes,yes,no,2,yes,unfurnished,53474,Bad Neuenahr-Ahrweiler
112000,46,1,2,1,no,no,yes,yes,no,2,yes,furnished,45326,Essen Altenessen
112000,49,2,2,1,no,no,no,yes,no,1,yes,unfurnished,42107,Wuppertal
101000,36,1,1,1,yes,no,no,yes,yes,1,no,semi-furnished,53757,Sankt Augustin
98000,30,2,2,1,no,no,no,yes,no,0,no,unfurnished,45131,Essen Rüttenscheid
97000,69,2,2,1,no,no,no,yes,no,0,no,furnished,44629,Herne
95000,58,2,2,1,no,no,no,yes,no,2,no,unfurnished,32427,Minden
93000,69,2,2,1,no,no,no,yes,no,0,no,semi-furnished,45881,Gelsenkirchen
82000,48,1,1,1,yes,no,no,yes,no,1,no,unfurnished,52349,Düren
80000,30,1,1,1,no,no,no,yes,no,0,no,furnished,53859,Niederkassel
72000,48,1,1,1,no,no,yes,yes,no,2,no,unfurnished,59821,Arnsberg
69000,46,1,1,1,yes,no,yes,yes,no,1,no,unfurnished,59065,Hamm
58000,30,1,2,1,no,no,no,yes,no,1,no,unfurnished,46047,Oberhausen
